,country,year,sex,age,suicides_no,population,suicides_per_100k_pop,gdp_per_capita_usd,generation,country_code_name,continent,sub_region,demo_group
638,Argentina,1989,male,35-54 years,462,3561000,12.97,2670,Silent,ARG,Americas,South America,male : 35-54 years
639,Argentina,1989,female,75+ years,65,622000,10.45,2670,G.I. Generation,ARG,Americas,South America,female : 75+ years
640,Argentina,1989,male,25-34 years,219,2287000,9.58,2670,Boomers,ARG,Americas,South America,male : 25-34 years
641,Argentina,1989,female,55-74 years,201,2446000,8.22,2670,G.I. Generation,ARG,Americas,South America,female : 55-74 years
642,Argentina,1989,male,15-24 years,186,2575000,7.22,2670,Generation X,ARG,Americas,South America,male : 15-24 years
643,Argentina,1989,female,35-54 years,166,3563000,4.66,2670,Silent,ARG,Americas,South America,female : 35-54 years
644,Argentina,1989,female,25-34 years,83,2240000,3.71,2670,Boomers,ARG,Americas,South America,female : 25-34 years
645,Argentina,1989,female,15-24 years,80,2509000,3.19,2670,Generation X,ARG,Americas,South America,female : 15-24 years
646,Argentina,1989,male,05-14 years,18,3245000,0.55,2670,Generation X,ARG,Americas,South America,male : 05-14 years
647,Argentina,1989,female,05-14 years,11,3149000,0.35,2670,Generation X,ARG,Americas,South America,female : 05-14 years
648,Argentina,1990,male,75+ years,226,411100,54.97,4859,G.I. Generation,ARG,Americas,South America,male : 75+ years
649,Argentina,1990,male,55-74 years,502,2128000,23.59,4859,G.I. Generation,ARG,Americas,South America,male : 55-74 years
650,Argentina,1990,male,35-54 years,439,3619000,12.13,4859,Silent,ARG,Americas,South America,male : 35-54 years
651,Argentina,1990,female,75+ years,61,643000,9.49,4859,G.I. Generation,ARG,Americas,South America,female : 75+ years
652,Argentina,1990,male,25-34 years,182,2297000,7.92,4859,Boomers,ARG,Americas,South America,male : 25-34 years
653,Argentina,1990,female,55-74 years,190,2477000,7.67,4859,G.I. Generation,ARG,Americas,South America,female : 55-74 years
654,Argentina,1990,male,15-24 years,174,2635000,6.6,4859,Generation X,ARG,Americas,South America,male : 15-24 years
655,Argentina,1990,female,35-54 years,163,3622000,4.5,4859,Silent,ARG,Americas,South America,female : 35-54 years
656,Argentina,1990,female,15-24 years,91,2568000,3.54,4859,Generation X,ARG,Americas,South America,female : 15-24 years
657,Argentina,1990,female,25-34 years,76,2251000,3.38,4859,Boomers,ARG,Americas,South America,female : 25-34 years
658,Argentina,1990,male,05-14 years,22,3269000,0.67,4859,Generation X,ARG,Americas,South America,male : 05-14 years
659,Argentina,1990,female,05-14 years,14,3171000,0.44,4859,Generation X,ARG,Americas,South America,female : 05-14 years
660,Argentina,1991,male,75+ years,184,396000,46.46,6404,G.I. Generation,ARG,Americas,South America,male : 75+ years
661,Argentina,1991,male,55-74 years,449,2130000,21.08,6404,Silent,ARG,Americas,South America,male : 55-74 years
662,Argentina,1991,male,35-54 years,398,3580000,11.12,6404,Boomers,ARG,Americas,South America,male : 35-54 years
663,Argentina,1991,male,25-34 years,214,2277000,9.4,6404,Boomers,ARG,Americas,South America,male : 25-34 years
664,Argentina,1991,female,75+ years,50,658000,7.6,6404,G.I. Generation,ARG,Americas,South America,female : 75+ years
665,Argentina,1991,female,55-74 years,169,2508000,6.74,6404,Silent,ARG,Americas,South America,female : 55-74 years
666,Argentina,1991,male,15-24 years,179,2738000,6.54,6404,Generation X,ARG,Americas,South America,male : 15-24 years
667,Argentina,1991,female,35-54 years,133,3691000,3.6,6404,Boomers,ARG,Americas,South America,female : 35-54 years
668,Argentina,1991,female,25-34 years,77,2310000,3.33,6404,Boomers,ARG,Americas,South America,female : 25-34 years
669,Argentina,1991,female,15-24 years,61,2689000,2.27,6404,Generation X,ARG,Americas,South America,female : 15-24 years
670,Argentina,1991,male,05-14 years,28,3369000,0.83,6404,Millenials,ARG,Americas,South America,male : 05-14 years
671,Argentina,1991,female,05-14 years,9,3277000,0.27,6404,Millenials,ARG,Americas,South America,female : 05-14 years
672,Argentina,1992,male,75+ years,194,404900,47.91,7615,G.I. Generation,ARG,Americas,South America,male : 75+ years
673,Argentina,1992,male,55-74 years,500,2150500,23.25,7615,Silent,ARG,Americas,South America,male : 55-74 years
674,Argentina,1992,male,35-54 years,488,3616600,13.49,7615,Boomers,ARG,Americas,South America,male : 35-54 years
675,Argentina,1992,male,25-34 years,227,2306200,9.84,7615,Boomers,ARG,Americas,South America,male : 25-34 years
676,Argentina,1992,male,15-24 years,249,2834100,8.79,7615,Generation X,ARG,Americas,South America,male : 15-24 years
677,Argentina,1992,female,75+ years,46,678000,6.78,7615,G.I. Generation,ARG,Americas,South America,female : 75+ years
678,Argentina,1992,female,55-74 years,147,2538400,5.79,7615,Silent,ARG,Americas,South America,female : 55-74 years
679,Argentina,1992,female,35-54 years,140,3755500,3.73,7615,Boomers,ARG,Americas,South America,female : 35-54 years
680,Argentina,1992,female,25-34 years,79,2329100,3.39,7615,Boomers,ARG,Americas,South America,female : 25-34 years
681,Argentina,1992,female,15-24 years,79,2783500,2.84,7615,Generation X,ARG,Americas,South America,female : 15-24 years
682,Argentina,1992,male,05-14 years,22,3371800,0.65,7615,Millenials,ARG,Americas,South America,male : 05-14 years
683,Argentina,1992,female,05-14 years,13,3276800,0.4,7615,Millenials,ARG,Americas,South America,female : 05-14 years
684,Argentina,1993,male,75+ years,229,413600,55.37,7768,G.I. Generation,ARG,Americas,South America,male : 75+ years
685,Argentina,1993,male,55-74 years,520,2171500,23.95,7768,Silent,ARG,Americas,South America,male : 55-74 years
686,Argentina,1993,male,35-54 years,495,3672300,13.48,7768,Boomers,ARG,Americas,South America,male : 35-54 years
687,Argentina,1993,male,25-34 years,233,2336300,9.97,7768,Boomers,ARG,Americas,South America,male : 25-34 years
688,Argentina,1993,female,75+ years,58,698400,8.3,7768,G.I. Generation,ARG,Americas,South America,female : 75+ years
689,Argentina,1993,male,15-24 years,235,2932300,8.01,7768,Generation X,ARG,Americas,South America,male : 15-24 years
690,Argentina,1993,female,55-74 years,126,2568300,4.91,7768,Silent,ARG,Americas,South America,female : 55-74 years
691,Argentina,1993,female,35-54 years,144,3820400,3.77,7768,Boomers,ARG,Americas,South America,female : 35-54 years
692,Argentina,1993,female,25-34 years,76,2347800,3.24,7768,Boomers,ARG,Americas,South America,female : 25-34 years
693,Argentina,1993,female,15-24 years,73,2879300,2.54,7768,Generation X,ARG,Americas,South America,female : 15-24 years
694,Argentina,1993,male,05-14 years,25,3367500,0.74,7768,Millenials,ARG,Americas,South America,male : 05-14 years
695,Argentina,1993,female,05-14 years,16,3269800,0.49,7768,Millenials,ARG,Americas,South America,female : 05-14 years
696,Argentina,1994,male,75+ years,192,423100,45.38,8328,G.I. Generation,ARG,Americas,South America,male : 75+ years
697,Argentina,1994,male,55-74 years,509,2192500,23.22,8328,Silent,ARG,Americas,South America,male : 55-74 years
698,Argentina,1994,male,35-54 years,527,3729600,14.13,8328,Boomers,ARG,Americas,South America,male : 35-54 years
699,Argentina,1994,male,25-34 years,226,2369000,9.54,8328,Boomers,ARG,Americas,South America,male : 25-34 years
700,Argentina,1994,male,15-24 years,250,3027200,8.26,8328,Generation X,ARG,Americas,South America,male : 15-24 years
701,Argentina,1994,female,55-74 years,135,2597400,5.2,8328,Silent,ARG,Americas,South America,female : 55-74 years
702,Argentina,1994,female,75+ years,34,719700,4.72,8328,G.I. Generation,ARG,Americas,South America,female : 75+ years
703,Argentina,1994,female,35-54 years,160,3885600,4.12,8328,Boomers,ARG,Americas,South America,female : 35-54 years
704,Argentina,1994,female,15-24 years,98,2971300,3.3,8328,Generation X,ARG,Americas,South America,female : 15-24 years
705,Argentina,1994,female,25-34 years,72,2369900,3.04,8328,Boomers,ARG,Americas,South America,female : 25-34 years
706,Argentina,1994,male,05-14 years,27,3363000,0.8,8328,Millenials,ARG,Americas,South America,male : 05-14 years
707,Argentina,1994,female,05-14 years,11,3262900,0.34,8328,Millenials,ARG,Americas,South America,female : 05-14 years
708,Argentina,1995,male,75+ years,190,433800,43.8,8232,G.I. Generation,ARG,Americas,South America,male : 75+ years
709,Argentina,1995,male,55-74 years,515,2214000,23.26,8232,Silent,ARG,Americas,South America,male : 55-74 years
710,Argentina,1995,male,35-54 years,485,3787800,12.8,8232,Boomers,ARG,Americas,South America,male : 35-54 years
711,Argentina,1995,male,25-34 years,218,2404900,9.06,8232,Generation X,ARG,Americas,South America,male : 25-34 years
712,Argentina,1995,male,15-24 years,277,3112100,8.9,8232,Generation X,ARG,Americas,South America,male : 15-24 years
713,Argentina,1995,female,75+ years,49,742200,6.6,8232,G.I. Generation,ARG,Americas,South America,female : 75+ years
714,Argentina,1995,female,55-74 years,134,2625900,5.1,8232,Silent,ARG,Americas,South America,female : 55-74 years
715,Argentina,1995,female,35-54 years,139,3950100,3.52,8232,Boomers,ARG,Americas,South America,female : 35-54 years
716,Argentina,1995,female,15-24 years,101,3053300,3.31,8232,Generation X,ARG,Americas,South America,female : 15-24 years
717,Argentina,1995,female,25-34 years,62,2396900,2.59,8232,Generation X,ARG,Americas,South America,female : 25-34 years
718,Argentina,1995,female,05-14 years,19,3261100,0.58,8232,Millenials,ARG,Americas,South America,female : 05-14 years
719,Argentina,1995,male,05-14 years,15,3363300,0.45,8232,Millenials,ARG,Americas,South America,male : 05-14 years
720,Argentina,1996,male,75+ years,189,445800,42.4,8563,G.I. Generation,ARG,Americas,South America,male : 75+ years
721,Argentina,1996,male,55-74 years,464,2235900,20.75,8563,Silent,ARG,Americas,South America,male : 55-74 years
722,Argentina,1996,male,35-54 years,524,3847300,13.62,8563,Boomers,ARG,Americas,South America,male : 35-54 years
723,Argentina,1996,male,25-34 years,226,2442900,9.25,8563,Generation X,ARG,Americas,South America,male : 25-34 years
724,Argentina,1996,male,15-24 years,280,3185600,8.79,8563,Generation X,ARG,Americas,South America,male : 15-24 years
725,Argentina,1996,female,75+ years,59,766100,7.7,8563,G.I. Generation,ARG,Americas,South America,female : 75+ years
726,Argentina,1996,female,55-74 years,131,2653800,4.94,8563,Silent,ARG,Americas,South America,female : 55-74 years
727,Argentina,1996,female,35-54 years,176,4014100,4.38,8563,Boomers,ARG,Americas,South America,female : 35-54 years
728,Argentina,1996,female,15-24 years,105,3123600,3.36,8563,Generation X,ARG,Americas,South America,female : 15-24 years
729,Argentina,1996,female,25-34 years,52,2428400,2.14,8563,Generation X,ARG,Americas,South America,female : 25-34 years
730,Argentina,1996,male,05-14 years,14,3370400,0.42,8563,Millenials,ARG,Americas,South America,male : 05-14 years
731,Argentina,1996,female,05-14 years,9,3266800,0.28,8563,Millenials,ARG,Americas,South America,female : 05-14 years
732,Argentina,1997,male,75+ years,195,490152,39.78,9057,G.I. Generation,ARG,Americas,South America,male : 75+ years
733,Argentina,1997,male,55-74 years,457,2252148,20.29,9057,Silent,ARG,Americas,South America,male : 55-74 years
734,Argentina,1997,male,35-54 years,501,3934581,12.73,9057,Boomers,ARG,Americas,South America,male : 35-54 years
735,Argentina,1997,male,25-34 years,213,2460112,8.66,9057,Generation X,ARG,Americas,South America,male : 25-34 years
736,Argentina,1997,male,15-24 years,260,3198193,8.13,9057,Generation X,ARG,Americas,South America,male : 15-24 years
737,Argentina,1997,female,75+ years,47,854095,5.5,9057,G.I. Generation,ARG,Americas,South America,female : 75+ years
738,Argentina,1997,female,55-74 years,131,2668528,4.91,9057,Silent,ARG,Americas,South America,female : 55-74 years
739,Argentina,1997,female,35-54 years,165,4083427,4.04,9057,Boomers,ARG,Americas,South America,female : 35-54 years
740,Argentina,1997,female,15-24 years,113,3161000,3.57,9057,Generation X,ARG,Americas,South America,female : 15-24 years
741,Argentina,1997,female,25-34 years,72,2474330,2.91,9057,Generation X,ARG,Americas,South America,female : 25-34 years
742,Argentina,1997,male,05-14 years,19,3429860,0.55,9057,Millenials,ARG,Americas,South America,male : 05-14 years
743,Argentina,1997,female,05-14 years,11,3327355,0.33,9057,Millenials,ARG,Americas,South America,female : 05-14 years
744,Argentina,1998,male,75+ years,201,504164,39.87,9126,G.I. Generation,ARG,Americas,South America,male : 75+ years
745,Argentina,1998,male,55-74 years,518,2274972,22.77,9126,Silent,ARG,Americas,South America,male : 55-74 years
746,Argentina,1998,male,35-54 years,508,3990829,12.73,9126,Boomers,ARG,Americas,South America,male : 35-54 years
747,Argentina,1998,male,15-24 years,327,3243944,10.08,9126,Generation X,ARG,Americas,South America,male : 15-24 years
748,Argentina,1998,male,25-34 years,251,2497189,10.05,9126,Generation X,ARG,Americas,South America,male : 25-34 years
749,Argentina,1998,female,75+ years,53,883724,6.0,9126,G.I. Generation,ARG,Americas,South America,female : 75+ years
750,Argentina,1998,female,55-74 years,140,2696429,5.19,9126,Silent,ARG,Americas,South America,female : 55-74 years
751,Argentina,1998,female,15-24 years,114,3200362,3.56,9126,Generation X,ARG,Americas,South America,female : 15-24 years
752,Argentina,1998,female,35-54 years,147,4143203,3.55,9126,Boomers,ARG,Americas,South America,female : 35-54 years
753,Argentina,1998,female,25-34 years,52,2512005,2.07,9126,Generation X,ARG,Americas,South America,female : 25-34 years
754,Argentina,1998,female,05-14 years,20,3353473,0.6,9126,Millenials,ARG,Americas,South America,female : 05-14 years
755,Argentina,1998,male,05-14 years,16,3456965,0.46,9126,Millenials,ARG,Americas,South America,male : 05-14 years
756,Argentina,1999,male,75+ years,204,515800,39.55,8546,G.I. Generation,ARG,Americas,South America,male : 75+ years
757,Argentina,1999,male,55-74 years,540,2301840,23.46,8546,Silent,ARG,Americas,South America,male : 55-74 years
758,Argentina,1999,male,35-54 years,545,4045105,13.47,8546,Boomers,ARG,Americas,South America,male : 35-54 years
759,Argentina,1999,male,15-24 years,355,3279728,10.82,8546,Generation X,ARG,Americas,South America,male : 15-24 years
760,Argentina,1999,male,25-34 years,265,2543861,10.42,8546,Generation X,ARG,Americas,South America,male : 25-34 years
761,Argentina,1999,female,55-74 years,137,2727054,5.02,8546,Silent,ARG,Americas,South America,female : 55-74 years
762,Argentina,1999,female,75+ years,44,912898,4.82,8546,G.I. Generation,ARG,Americas,South America,female : 75+ years
763,Argentina,1999,female,35-54 years,141,4200203,3.36,8546,Boomers,ARG,Americas,South America,female : 35-54 years
764,Argentina,1999,female,15-24 years,101,3229424,3.13,8546,Generation X,ARG,Americas,South America,female : 15-24 years
765,Argentina,1999,female,25-34 years,50,2559176,1.95,8546,Generation X,ARG,Americas,South America,female : 25-34 years
766,Argentina,1999,male,05-14 years,21,3482230,0.6,8546,Millenials,ARG,Americas,South America,male : 05-14 years
767,Argentina,1999,female,05-14 years,20,3377543,0.59,8546,Millenials,ARG,Americas,South America,female : 05-14 years
768,Argentina,2000,male,75+ years,232,525161,44.18,8462,G.I. Generation,ARG,Americas,South America,male : 75+ years
769,Argentina,2000,male,55-74 years,602,2333377,25.8,8462,Silent,ARG,Americas,South America,male : 55-74 years
770,Argentina,2000,male,35-54 years,578,4096814,14.11,8462,Boomers,ARG,Americas,South America,male : 35-54 years
771,Argentina,2000,male,15-24 years,463,3306109,14.0,8462,Generation X,ARG,Americas,South America,male : 15-24 years
772,Argentina,2000,male,25-34 years,331,2602314,12.72,8462,Generation X,ARG,Americas,South America,male : 25-34 years
773,Argentina,2000,female,55-74 years,133,2760512,4.82,8462,Silent,ARG,Americas,South America,female : 55-74 years
774,Argentina,2000,female,75+ years,43,941957,4.56,8462,G.I. Generation,ARG,Americas,South America,female : 75+ years
775,Argentina,2000,female,35-54 years,174,4253771,4.09,8462,Boomers,ARG,Americas,South America,female : 35-54 years
776,Argentina,2000,female,15-24 years,116,3249247,3.57,8462,Generation X,ARG,Americas,South America,female : 15-24 years
777,Argentina,2000,female,25-34 years,63,2617723,2.41,8462,Generation X,ARG,Americas,South America,female : 25-34 years
778,Argentina,2000,female,05-14 years,21,3396135,0.62,8462,Millenials,ARG,Americas,South America,female : 05-14 years
779,Argentina,2000,male,05-14 years,18,3502413,0.51,8462,Millenials,ARG,Americas,South America,male : 05-14 years
780,Argentina,2001,male,75+ years,250,547473,45.66,7900,Silent,ARG,Americas,South America,male : 75+ years
781,Argentina,2001,male,55-74 years,659,2358654,27.94,7900,Silent,ARG,Americas,South America,male : 55-74 years
782,Argentina,2001,male,15-24 years,518,3325440,15.58,7900,Millenials,ARG,Americas,South America,male : 15-24 years
783,Argentina,2001,male,35-54 years,625,4145861,15.08,7900,Boomers,ARG,Americas,South America,male : 35-54 years
784,Argentina,2001,male,25-34 years,375,2675285,14.02,7900,Generation X,ARG,Americas,South America,male : 25-34 years
785,Argentina,2001,female,75+ years,57,978346,5.83,7900,Silent,ARG,Americas,South America,female : 75+ years
786,Argentina,2001,female,15-24 years,166,3262682,5.09,7900,Millenials,ARG,Americas,South America,female : 15-24 years
787,Argentina,2001,female,55-74 years,137,2788628,4.91,7900,Silent,ARG,Americas,South America,female : 55-74 years
788,Argentina,2001,female,35-54 years,210,4306817,4.88,7900,Boomers,ARG,Americas,South America,female : 35-54 years
789,Argentina,2001,female,25-34 years,82,2690206,3.05,7900,Generation X,ARG,Americas,South America,female : 25-34 years
790,Argentina,2001,male,05-14 years,29,3519935,0.82,7900,Millenials,ARG,Americas,South America,male : 05-14 years
791,Argentina,2001,female,05-14 years,24,3411619,0.7,7900,Millenials,ARG,Americas,South America,female : 05-14 years
792,Argentina,2002,male,75+ years,234,566447,41.31,2840,Silent,ARG,Americas,South America,male : 75+ years
793,Argentina,2002,male,55-74 years,615,2387478,25.76,2840,Silent,ARG,Americas,South America,male : 55-74 years
794,Argentina,2002,male,15-24 years,542,3331708,16.27,2840,Millenials,ARG,Americas,South America,male : 15-24 years
